"Scaffold" "Position" "fresh_pbe" "mae_pbe" "vie_pbe" "fresh_mae_fst" "fresh_vie_fst" "mae_vie_fst" "mae_bre_fst" "mae_mie_fst" "vie_bre_fst" "vie_mie_fst"
39 915500 0 0 0 0 0 0 0 1 0 0
39 916500 0 0 0 0 0 0 0 1 0 0
39 933500 0 0 0 0 0 0 0 1 0 0
39 1059500 0 0 0 0 0 0 1 0 1 0
39 1105500 0 0 0 0 0 0 0 1 0 0
39 1107500 0 0 0 0 0 0 0 1 0 0
39 1180500 0 0 0 0 0 0 1 0 0 0
39 1181500 0 0 0 0 0 0 1 0 0 0
39 1182500 0 0 0 0 0 0 1 0 0 0
39 1489500 0 0 0 0 0 0 1 0 0 0
39 1490500 0 0 0 0 0 0 1 0 0 0
39 1491500 0 0 0 0 0 0 1 0 0 0
39 1492500 0 0 0 0 0 0 1 0 0 0
39 1493500 0 0 0 0 0 0 1 0 0 0
39 1514500 0 0 0 0 0 0 1 0 0 0
39 1515500 0 0 0 0 0 0 1 0 0 0
39 1543500 0 0 0 0 0 0 0 1 0 0
39 1544500 0 0 0 0 0 0 0 1 0 0
40 811500 0 0 0 0 0 0 1 0 0 0
40 939500 0 0 0 0 0 0 0 1 0 0
40 1022500 0 0 0 0 0 0 0 1 0 0
40 1038500 0 0 0 0 0 0 0 1 0 0
40 1285500 0 0 0 0 0 0 1 0 0 0
40 1419500 0 0 0 0 0 0 1 0 0 0
40 1420500 0 0 0 0 0 0 1 0 0 0
41 50500 0 0 0 0 0 0 0 1 0 0
41 51500 0 0 0 0 0 0 0 1 0 0
41 91500 0 0 0 0 0 0 0 1 0 0
41 92500 0 0 0 0 0 0 0 1 0 0
41 142500 0 0 0 0 0 0 0 1 0 0
41 143500 0 0 0 0 0 0 0 1 0 0
41 144500 0 0 0 0 0 0 0 1 0 0
41 145500 0 0 0 0 0 0 0 1 0 0
41 146500 0 0 0 0 0 0 1 0 0 0
41 247500 0 0 0 0 0 0 1 0 0 0
41 259500 0 0 0 0 0 0 1 0 0 0
41 260500 0 0 0 0 0 0 1 0 0 0
41 837500 0 0 0 0 0 0 1 0 0 0
41 838500 0 0 0 0 0 0 1 0 0 0
41 1026500 0 0 0 0 0 0 0 1 0 0
41 1027500 0 0 0 0 0 0 0 1 0 0
41 1028500 0 0 0 0 0 0 0 1 0 0
41 1030500 0 0 0 0 0 0 0 1 0 0
41 1031500 0 0 0 0 0 0 0 1 0 0
42 186500 0 0 0 0 0 0 0 1 0 1
42 187500 0 0 0 0 0 0 0 1 0 1
42 433500 0 0 0 0 0 0 0 1 0 0
42 468500 0 0 0 0 0 0 1 0 0 0
42 797500 0 0 0 0 0 0 0 1 0 0
42 810500 0 0 0 0 0 0 0 1 0 0
42 811500 0 0 0 0 0 0 0 1 0 0
42 813500 0 0 0 0 0 0 0 1 0 0
42 814500 0 0 0 1 0 0 1 1 0 0
42 839500 0 0 0 0 0 0 1 0 0 0
42 840500 0 0 0 0 0 0 1 0 0 0
42 899500 0 0 0 0 0 0 0 1 0 0
42 900500 0 0 0 0 0 0 0 1 0 0
42 917500 0 0 0 0 0 0 1 0 0 0
42 918500 0 0 0 0 0 0 1 0 0 0
42 919500 0 0 0 0 0 0 1 0 0 0
42 1111500 0 0 0 0 0 0 0 1 0 0
42 1139500 0 0 0 0 0 0 1 0 0 0
42 1141500 0 0 0 0 0 0 1 0 0 0
42 1188500 0 0 1 0 1 1 0 0 1 1
42 1189500 0 0 1 0 1 1 0 0 1 1
42 1190500 0 0 1 0 1 1 0 0 1 1
42 1191500 0 0 0 0 0 0 0 0 0 1
42 1192500 0 0 1 0 1 1 0 0 1 1
42 1273500 0 0 0 0 0 0 1 0 0 0
42 1322500 0 0 0 0 0 0 0 1 0 0
42 1484500 0 0 0 0 0 0 0 1 0 0
42 1565500 0 0 0 0 0 0 0 1 0 0
43 60500 0 0 0 0 0 0 0 1 0 0
43 61500 0 0 0 0 0 0 0 1 0 0
43 62500 0 0 0 0 0 0 0 1 0 0
43 187500 0 0 0 0 0 0 0 0 0 1
43 188500 0 0 0 0 0 0 0 0 0 1
43 189500 0 0 0 0 0 0 0 0 0 1
43 190500 0 0 0 0 0 0 0 0 0 1
43 207500 0 0 0 0 0 0 0 1 0 0
43 290500 0 0 0 0 0 0 0 0 0 1
43 291500 0 0 0 0 0 0 0 0 0 1
43 292500 0 0 0 0 0 0 0 0 0 1
43 309500 0 0 0 0 0 0 0 0 0 1
43 310500 0 0 0 0 0 0 0 0 0 1
43 311500 0 0 0 0 0 0 0 0 0 1
43 312500 0 0 0 0 0 0 0 0 0 1
43 313500 0 0 0 0 0 0 0 0 0 1
43 316500 0 0 0 0 0 0 0 0 0 1
43 317500 0 0 0 0 0 0 0 0 0 1
43 318500 0 0 0 0 0 0 0 0 0 1
43 319500 0 0 0 0 0 0 0 0 0 1
43 320500 0 0 0 0 0 0 0 0 0 1
43 321500 0 0 0 0 0 0 0 1 0 0
43 343500 0 0 1 0 1 1 0 0 1 1
43 481500 0 0 0 0 0 1 0 0 0 1
43 483500 0 0 0 0 0 1 0 0 0 1
43 487500 0 0 0 0 0 0 0 0 1 0
43 504500 0 0 1 0 1 1 0 0 1 1
43 563500 0 0 0 0 0 0 0 1 0 0
43 702500 0 0 0 0 0 0 1 0 0 0
43 891500 0 0 1 0 1 1 0 0 1 1
43 894500 1 0 0 0 0 0 0 0 0 0
43 926500 0 0 0 0 0 0 0 1 0 0
43 927500 0 0 0 0 0 0 0 1 0 0
43 928500 0 0 0 0 0 0 0 1 0 0
43 929500 0 0 0 0 0 0 0 1 0 0
43 930500 0 0 0 0 0 0 0 1 0 0
43 962500 0 0 0 0 0 0 0 0 0 1
43 1035500 0 0 0 0 0 0 1 0 0 0
43 1163500 0 0 0 0 0 0 0 0 0 1
43 1164500 0 0 0 0 0 0 0 0 1 0
43 1165500 0 0 0 0 0 0 0 0 1 0
43 1166500 0 0 0 0 0 0 0 0 1 0
43 1167500 0 0 0 0 0 0 0 0 1 0
43 1168500 0 0 0 0 0 0 0 0 1 0
43 1206500 0 0 0 0 1 1 0 0 1 1
43 1207500 0 0 1 0 1 1 0 0 1 1
43 1246500 0 0 0 0 0 0 0 1 0 0
43 1247500 0 0 0 0 0 0 0 1 0 0
43 1327500 0 0 0 0 0 0 0 0 1 0
43 1328500 0 0 0 0 0 0 0 0 1 0
43 1545500 0 0 0 0 0 0 1 0 0 0
43 1546500 0 0 0 0 0 0 1 0 0 0
43 1547500 0 0 0 0 0 0 1 0 0 0
43 1548500 0 0 0 0 0 0 1 0 0 0
43 1549500 0 0 0 0 0 0 1 0 0 0
43 1599500 0 0 0 0 0 0 0 1 0 0
43 1635500 0 0 0 0 0 0 0 1 0 1
43 1820500 0 0 1 0 1 1 0 0 1 1
43 1821500 0 0 1 0 1 1 0 0 1 1
44 67500 0 0 0 0 0 0 0 1 0 0
44 68500 0 0 0 0 0 0 0 1 0 0
44 69500 0 0 0 0 0 0 0 1 0 0
44 70500 0 0 0 0 0 0 0 1 0 0
44 71500 0 0 0 0 0 0 0 1 0 0
44 115500 0 0 1 0 1 1 0 0 1 1
44 116500 0 0 0 0 0 0 0 0 1 0
44 226500 0 0 0 1 0 0 1 1 0 0
44 501500 0 0 0 0 0 0 1 0 0 0
44 502500 0 0 0 0 0 0 1 0 0 0
44 503500 0 0 0 0 0 0 1 0 0 0
44 624500 0 0 0 0 0 0 1 0 0 0
44 672500 0 0 0 0 0 1 0 0 1 0
44 673500 0 0 0 0 0 1 0 0 1 0
44 674500 0 0 1 0 1 1 0 0 1 1
44 675500 0 0 0 0 1 0 0 0 1 1
44 676500 0 0 0 0 1 0 0 0 1 1
44 677500 0 0 0 0 1 0 0 0 1 1
44 696500 0 0 0 0 0 0 1 0 0 0
44 1382500 0 0 0 0 0 0 1 0 0 0
44 1383500 0 0 0 0 0 0 1 0 0 0
44 1490500 0 0 0 0 0 0 1 0 0 0
44 1557500 0 0 0 0 0 0 1 0 0 0
44 1683500 0 0 0 0 0 0 0 1 0 0
44 1684500 0 0 0 0 0 0 0 1 0 0
44 1685500 0 0 0 0 0 0 0 1 0 0
44 1686500 0 0 0 0 0 0 0 1 0 0
44 1705500 0 0 0 0 0 0 0 1 0 0
44 1706500 0 0 0 0 0 0 0 1 0 0
45 131500 0 0 0 0 0 1 0 1 0 1
45 132500 0 0 0 0 0 1 0 1 0 1
45 133500 0 0 0 0 0 1 0 1 0 1
45 134500 0 0 0 0 0 1 0 1 0 1
45 159500 0 0 0 0 0 1 1 0 0 1
45 160500 0 0 0 0 0 1 1 0 0 1
45 166500 0 0 1 0 1 1 0 0 1 1
45 167500 0 0 1 0 1 1 0 0 1 1
45 168500 0 0 1 0 1 1 0 0 1 1
45 169500 0 0 1 0 1 1 0 0 1 1
45 170500 0 0 1 0 1 1 0 0 1 1
45 190500 0 0 1 0 1 1 0 0 1 1
45 191500 0 0 1 0 1 1 0 0 1 1
45 192500 0 0 1 0 1 1 0 0 1 1
45 193500 0 0 0 0 0 1 0 0 0 0
45 194500 0 0 0 0 0 1 0 0 0 0
45 247500 0 0 0 0 0 0 0 1 0 0
45 279500 0 0 1 0 1 0 0 0 1 1
45 285500 0 0 0 0 1 1 0 0 1 1
45 286500 0 0 0 0 1 1 0 0 1 1
45 287500 0 0 0 0 0 1 0 0 0 0
45 288500 0 0 0 0 0 1 0 0 0 0
45 289500 0 0 0 0 0 1 0 0 0 0
45 290500 0 0 0 0 0 0 0 1 0 0
45 310500 0 1 0 0 0 1 0 0 1 0
45 311500 0 0 0 0 0 0 0 0 1 0
45 320500 0 0 0 0 0 0 0 0 1 0
45 321500 0 0 1 0 1 1 0 0 1 1
45 322500 0 0 1 0 1 1 0 0 1 1
45 323500 0 0 1 0 1 1 0 0 1 1
45 324500 0 0 1 0 1 1 0 0 1 1
45 326500 0 0 1 0 1 1 0 0 1 1
45 329500 0 0 1 0 1 1 0 0 1 1
45 330500 0 0 1 0 1 1 0 0 1 1
45 331500 0 0 0 0 0 1 0 0 1 0
45 332500 0 0 1 0 1 1 0 0 1 1
45 333500 0 0 1 0 1 1 0 0 1 1
45 334500 0 0 1 0 0 1 0 0 1 0
45 335500 0 0 1 0 1 1 0 0 1 1
45 336500 0 0 1 0 1 1 0 0 1 1
45 337500 0 0 1 0 0 1 0 0 0 1
45 345500 0 0 0 0 0 0 0 0 1 0
45 346500 0 0 0 0 0 1 0 0 1 0
45 347500 0 0 1 0 1 1 0 0 1 1
45 348500 0 0 1 0 1 1 0 0 1 1
45 349500 0 0 1 0 1 1 0 0 1 1
45 350500 0 0 0 0 1 0 0 0 1 1
45 351500 0 0 1 0 1 1 0 0 1 1
45 362500 0 0 1 0 0 0 0 0 1 0
45 363500 0 0 1 0 1 1 0 0 1 1
45 364500 0 0 1 0 1 1 0 0 1 1
45 373500 0 0 1 0 1 1 0 0 1 1
45 374500 0 0 1 0 1 1 0 0 1 1
45 375500 0 0 1 0 1 1 0 0 1 1
45 377500 0 0 1 0 0 1 0 0 1 0
45 391500 0 0 0 0 0 1 0 0 0 0
45 392500 0 0 0 0 0 1 0 0 0 0
45 393500 0 0 0 0 1 1 1 0 1 1
45 394500 0 0 0 0 1 1 1 0 1 1
45 406500 0 0 0 0 0 0 0 0 1 0
45 407500 0 0 0 0 0 0 0 0 1 0
45 408500 0 0 0 0 0 0 0 0 1 0
45 410500 0 0 0 0 0 1 0 0 1 0
45 436500 0 0 1 0 1 1 0 0 1 1
45 437500 0 0 1 0 1 1 0 0 1 1
45 440500 0 0 1 0 1 1 0 0 1 1
45 444500 0 0 1 0 1 1 0 0 1 1
45 445500 0 0 1 0 1 1 0 0 1 1
45 446500 0 0 1 0 1 1 0 0 1 1
45 447500 0 0 1 0 1 1 0 0 1 1
45 448500 0 0 1 0 1 1 0 0 1 1
45 466500 0 0 1 0 1 1 0 0 1 1
45 470500 0 0 1 0 1 1 0 0 1 1
45 474500 0 0 1 0 1 1 0 0 1 1
45 475500 0 0 1 0 1 1 0 0 1 1
45 476500 0 0 1 0 1 1 0 0 1 1
45 477500 0 0 1 0 1 1 0 0 1 1
45 478500 0 0 1 0 1 1 0 0 1 1
45 479500 0 0 1 0 1 1 0 0 1 1
45 480500 0 0 1 0 0 0 0 0 0 1
45 491500 0 0 1 0 1 1 0 0 1 1
45 492500 0 0 1 0 1 1 0 0 1 1
45 493500 0 0 1 0 1 1 0 0 1 1
45 494500 0 0 1 0 1 1 0 0 1 1
45 495500 0 0 1 0 1 1 0 0 1 1
45 496500 0 0 1 0 1 1 0 0 1 1
45 497500 0 0 1 0 1 1 0 0 1 1
45 498500 0 0 0 0 0 1 0 0 1 0
45 499500 0 0 0 0 0 0 0 0 1 0
45 500500 0 0 0 0 0 1 0 0 1 0
45 505500 0 0 0 0 0 1 0 0 0 0
45 513500 0 0 1 0 1 1 0 0 1 1
45 514500 0 0 0 0 0 1 0 0 1 0
45 515500 0 0 0 0 0 0 0 0 1 0
45 516500 0 0 0 0 0 0 0 0 1 0
45 517500 0 0 0 0 0 0 0 0 1 0
45 530500 0 0 0 0 1 1 1 0 1 1
45 557500 0 0 1 0 1 1 0 0 1 1
45 558500 0 0 1 0 1 1 0 0 1 1
45 561500 1 0 1 0 1 1 0 0 1 1
45 563500 0 1 1 0 0 1 0 0 1 0
45 564500 0 1 1 0 0 1 0 0 1 0
45 565500 0 1 1 0 0 1 0 0 1 0
45 566500 0 1 1 0 0 1 0 0 1 0
45 567500 0 1 1 0 1 1 0 0 1 1
45 568500 0 0 1 0 1 1 0 0 1 1
45 569500 0 0 1 0 1 1 0 0 1 1
45 570500 0 0 1 0 1 1 0 0 1 1
45 571500 0 0 1 0 1 1 0 0 1 1
45 572500 0 0 1 0 1 1 0 0 1 1
45 573500 0 0 1 0 0 0 0 0 0 0
45 580500 0 0 1 0 1 1 0 0 1 1
45 581500 0 0 1 0 1 1 0 0 1 1
45 582500 0 0 1 0 1 1 0 0 1 1
45 584500 0 0 1 0 1 0 0 0 1 1
45 585500 0 0 1 0 1 1 0 0 1 1
45 586500 0 0 1 0 1 1 0 0 1 1
45 587500 0 0 1 0 1 1 0 0 1 1
45 588500 0 0 1 0 1 1 0 0 1 1
45 589500 0 0 1 0 1 1 0 0 1 1
45 613500 0 0 0 0 1 1 0 1 1 1
45 614500 0 0 0 0 1 1 0 1 1 1
45 615500 0 0 0 0 1 1 0 1 1 1
45 616500 0 1 1 0 1 1 0 0 1 1
45 617500 0 0 1 0 1 1 0 0 1 1
45 618500 0 0 1 0 1 1 0 0 1 1
45 619500 0 0 1 0 1 1 0 0 1 1
45 620500 0 0 1 0 0 1 0 0 1 0
45 621500 0 0 0 0 0 0 0 0 1 0
45 679500 0 0 1 0 1 1 0 0 1 1
45 680500 0 0 1 0 1 1 0 0 1 1
45 681500 0 0 1 0 0 0 0 0 0 0
45 682500 0 0 1 0 0 0 0 0 0 0
45 683500 0 0 1 0 0 0 0 0 0 0
45 694500 0 0 1 0 1 1 0 0 1 1
45 695500 0 0 1 0 1 1 0 0 1 1
45 696500 0 0 1 0 1 1 0 0 1 1
45 697500 0 0 1 0 1 1 0 0 1 1
45 698500 0 0 1 0 1 1 0 0 1 1
45 700500 0 0 1 0 1 1 0 0 1 1
45 701500 0 0 1 0 1 1 0 0 1 1
45 702500 0 0 1 0 1 1 0 0 1 1
45 703500 0 0 1 0 1 1 0 0 1 1
45 704500 0 0 1 0 1 1 0 0 1 1
45 705500 0 0 1 0 1 1 0 0 1 1
45 706500 0 0 1 0 1 1 0 0 1 1
45 707500 0 0 1 0 1 1 0 0 1 1
45 708500 1 0 1 1 1 1 1 1 1 1
45 720500 0 0 1 0 1 1 0 0 1 1
45 721500 0 0 1 0 1 1 0 0 1 1
45 722500 0 0 1 0 1 1 0 0 1 1
45 723500 0 0 1 0 1 1 0 0 1 1
45 724500 0 0 1 0 1 1 0 0 1 1
45 735500 0 0 1 0 1 1 0 0 1 1
45 736500 0 0 1 0 1 1 0 0 1 1
45 737500 0 0 1 0 1 1 0 0 1 1
45 738500 0 0 1 0 0 1 0 0 1 0
45 762500 0 0 0 0 0 0 0 0 1 0
45 765500 0 0 1 0 1 1 1 0 1 1
45 766500 0 0 1 0 1 1 1 0 1 1
45 767500 1 0 1 1 1 1 1 1 1 1
45 768500 0 0 1 0 1 1 0 0 1 1
45 769500 0 0 1 0 1 1 0 0 1 1
45 770500 0 0 1 0 1 1 0 0 1 1
45 771500 0 0 1 0 1 1 0 0 1 1
45 772500 0 0 1 0 1 1 0 0 1 1
45 775500 0 0 1 0 1 1 1 0 1 1
45 783500 0 0 1 0 1 1 0 0 1 1
45 784500 0 0 1 0 1 1 0 0 1 1
45 785500 0 0 1 0 1 1 0 0 1 1
45 786500 0 0 1 0 1 1 0 0 1 1
45 787500 0 0 1 0 1 1 0 0 1 1
45 788500 0 0 1 0 1 1 0 0 1 1
45 789500 0 0 1 0 1 1 0 0 1 1
45 790500 0 0 1 0 1 1 0 0 1 1
45 832500 0 0 0 0 0 1 0 0 1 0
45 833500 0 0 0 0 0 1 0 0 1 0
45 834500 0 0 0 0 0 1 0 0 1 0
45 871500 0 0 1 0 0 1 0 0 1 0
45 872500 0 0 1 0 0 1 0 0 1 0
45 873500 0 0 1 0 0 1 0 0 1 0
45 912500 0 0 0 0 0 1 0 0 0 0
45 938500 0 0 0 0 0 1 0 0 0 0
45 939500 0 0 0 0 1 1 0 0 1 1
45 1036500 0 0 0 0 0 0 0 0 0 1
45 1037500 0 0 1 0 1 1 0 0 1 1
45 1043500 0 0 0 0 1 1 0 0 1 1
45 1044500 0 0 1 0 1 1 0 0 1 1
45 1056500 0 0 1 0 1 1 0 0 1 1
45 1057500 0 0 1 0 1 1 0 0 1 1
45 1058500 0 0 1 0 1 1 0 0 1 1
45 1059500 0 0 1 0 1 1 0 0 1 1
45 1060500 0 0 1 0 1 1 0 0 1 1
45 1063500 0 0 1 0 1 1 0 0 1 1
45 1064500 0 0 1 0 1 1 0 0 1 1
45 1065500 0 0 1 0 1 1 0 0 1 1
45 1066500 0 0 1 0 1 1 1 0 1 1
45 1067500 0 0 1 0 1 1 1 0 1 1
45 1068500 0 0 1 0 0 1 0 0 1 0
45 1080500 0 0 1 0 1 1 0 0 1 1
45 1083500 0 0 1 0 1 1 0 0 1 1
45 1084500 0 0 1 0 1 1 0 0 1 1
45 1086500 0 0 1 0 1 1 0 0 1 1
45 1087500 0 0 1 0 1 1 0 0 1 1
45 1093500 0 0 0 0 1 0 0 0 1 1
45 1094500 0 0 0 0 0 0 0 0 1 0
45 1113500 0 0 1 0 1 0 0 0 1 1
45 1114500 0 0 1 0 1 0 0 0 1 1
45 1119500 0 0 1 0 0 1 0 0 1 0
45 1120500 0 0 0 0 0 1 0 0 0 0
45 1121500 0 0 0 0 0 1 0 0 0 0
45 1122500 0 0 0 0 0 1 0 0 0 0
45 1126500 0 0 0 0 0 0 0 0 0 1
45 1127500 0 0 1 0 1 1 0 0 1 1
45 1128500 0 0 1 0 1 1 0 0 1 1
45 1129500 0 0 1 0 1 1 0 0 1 1
45 1130500 0 0 1 0 1 1 0 0 1 1
45 1131500 0 0 1 0 1 1 0 0 1 1
45 1132500 0 0 1 0 1 1 0 0 1 1
45 1133500 0 0 1 0 1 1 0 0 1 1
45 1134500 0 0 1 0 1 1 0 0 1 1
45 1143500 0 0 1 0 1 1 0 0 1 1
45 1144500 0 0 1 0 1 1 0 0 1 1
45 1145500 0 0 1 0 1 1 0 0 1 1
45 1146500 0 0 1 0 1 1 0 0 1 1
45 1147500 0 0 1 0 1 1 0 0 1 1
45 1168500 0 0 1 0 0 1 0 0 1 0
45 1169500 0 0 1 0 0 1 0 0 1 0
45 1170500 0 0 1 0 1 1 0 0 1 1
45 1171500 0 0 1 0 1 1 0 0 1 1
45 1172500 0 0 1 0 1 1 0 0 1 1
45 1173500 0 0 1 0 1 1 0 0 1 1
45 1174500 0 0 1 0 1 1 0 0 1 1
45 1175500 0 0 1 0 1 1 0 0 1 1
45 1176500 0 0 1 0 1 1 0 0 1 1
45 1177500 0 0 1 0 1 1 0 0 1 1
45 1178500 0 0 1 0 1 1 0 0 1 1
45 1179500 0 0 1 0 1 1 0 0 1 1
45 1180500 0 0 1 0 1 1 0 0 1 1
45 1181500 0 0 1 0 1 1 0 0 1 1
45 1182500 0 0 1 0 1 1 0 0 1 1
45 1183500 0 0 1 0 1 1 0 0 1 1
45 1184500 0 0 1 0 1 1 0 0 1 1
45 1185500 0 0 1 0 1 1 0 0 1 1
45 1202500 0 0 1 0 1 1 0 0 1 1
45 1203500 0 0 1 0 1 1 0 0 1 1
45 1204500 0 0 1 0 1 1 0 0 1 1
45 1205500 0 0 1 0 1 1 0 0 1 1
45 1206500 0 0 1 0 1 1 0 0 1 1
45 1207500 0 0 1 0 0 1 0 0 1 0
45 1213500 0 1 0 0 0 1 0 0 1 0
45 1214500 0 1 0 0 0 1 0 0 1 0
45 1215500 0 1 0 0 0 1 0 0 1 0
45 1216500 0 1 0 0 0 1 0 0 1 0
45 1217500 0 1 0 0 0 1 0 0 1 0
45 1218500 0 1 0 0 0 1 0 0 1 0
45 1219500 0 0 1 0 1 1 0 0 1 1
45 1221500 0 0 1 0 1 0 0 0 1 1
45 1225500 0 0 0 0 0 1 0 0 0 0
45 1230500 0 0 1 0 1 1 0 0 1 1
45 1231500 0 0 1 0 1 1 0 0 1 1
45 1232500 0 0 1 0 1 1 0 0 1 1
45 1233500 0 0 1 0 1 1 0 0 1 1
45 1234500 0 0 1 0 1 1 0 0 1 1
45 1240500 0 0 1 0 1 1 0 0 1 1
45 1241500 0 0 1 0 1 1 0 0 1 1
45 1243500 0 0 1 0 1 1 0 0 1 1
45 1244500 0 0 1 0 1 1 0 0 1 1
45 1249500 0 0 0 0 0 1 0 0 0 1
45 1250500 0 0 1 0 1 1 0 0 1 1
45 1251500 0 0 1 0 1 1 0 0 1 1
45 1252500 0 0 1 0 1 1 0 0 1 1
45 1253500 0 0 1 0 1 1 0 0 1 1
45 1254500 0 0 1 0 1 1 0 0 1 1
45 1255500 0 0 1 0 1 1 0 0 1 1
45 1256500 0 0 1 0 1 1 0 0 1 1
45 1257500 0 1 1 0 1 1 0 0 1 1
45 1258500 0 0 0 0 0 1 0 0 0 1
45 1259500 0 1 1 0 0 1 0 0 0 1
45 1273500 0 0 0 0 0 0 0 1 0 0
45 1274500 0 0 1 0 1 1 0 0 1 1
45 1275500 0 0 1 0 1 1 0 0 1 1
45 1287500 0 0 0 0 0 0 0 0 1 0
45 1288500 0 0 0 0 0 0 0 0 1 0
45 1310500 0 0 1 0 0 0 0 0 0 1
45 1311500 0 0 1 0 1 1 0 0 1 1
45 1312500 0 0 1 0 1 1 0 0 1 1
45 1313500 0 0 1 0 1 1 0 0 1 1
45 1314500 0 0 0 0 0 1 0 0 0 1
45 1320500 0 0 1 0 0 1 0 0 0 1
45 1324500 0 0 1 0 1 1 0 0 1 1
45 1325500 0 0 1 0 1 1 0 0 1 1
45 1327500 0 0 1 0 1 1 0 0 1 1
45 1337500 0 0 0 0 0 0 0 0 1 0
45 1338500 0 0 1 0 1 1 0 0 1 1
45 1339500 0 0 1 0 1 1 0 0 1 1
45 1340500 0 0 1 0 1 1 0 0 1 1
45 1341500 0 0 1 0 0 1 0 0 1 0
45 1344500 0 0 1 0 1 1 0 0 1 1
45 1347500 0 0 1 0 1 1 0 0 1 1
45 1351500 0 0 1 0 1 1 0 0 1 1
45 1356500 0 0 1 0 1 0 0 0 1 1
46 14500 0 0 0 0 0 0 0 1 0 0
46 61500 0 0 0 0 0 0 1 0 0 0
46 62500 0 0 0 0 0 0 1 0 0 0
46 132500 0 0 0 0 0 0 1 0 0 0
46 133500 0 0 0 0 0 0 1 0 0 0
46 134500 0 0 0 0 0 0 1 0 0 0
46 446500 0 0 0 0 0 0 1 0 0 0
46 504500 0 0 0 0 0 0 1 0 0 0
46 505500 0 0 0 0 0 0 1 0 0 0
46 598500 0 0 0 0 0 0 0 1 0 0
46 761500 0 0 0 0 0 0 1 0 0 0
46 762500 0 0 0 0 0 0 1 0 0 0
46 784500 0 0 0 0 0 0 1 0 0 0
46 785500 0 0 0 0 0 0 1 0 0 0
46 821500 0 0 0 0 0 0 0 1 0 0
46 822500 0 0 0 0 0 0 0 1 0 0
46 823500 0 0 0 0 0 0 0 1 0 0
46 824500 0 0 0 0 0 0 0 1 0 0
46 825500 0 0 0 0 0 0 0 1 0 0
46 980500 0 0 0 0 0 0 0 1 0 0
46 981500 0 0 0 0 0 0 0 1 0 0
46 1273500 0 0 0 0 0 0 1 0 0 0
46 1308500 0 0 0 0 0 0 1 0 0 0
46 1578500 0 0 0 0 0 0 1 0 0 0
46 1579500 0 0 0 0 0 0 1 0 0 0
46 1580500 0 0 0 0 0 0 1 0 0 0
46 1581500 0 0 0 0 0 0 1 0 0 0
46 1659500 0 0 0 1 0 0 1 1 0 0
46 1670500 1 0 0 0 0 0 0 1 0 0
46 1941500 0 0 0 0 0 0 1 0 0 0
46 1942500 0 0 0 0 0 0 1 0 0 0
46 1943500 0 0 0 0 0 0 1 0 0 0
46 1947500 0 0 0 0 0 0 1 0 0 0
47 687500 0 0 0 0 0 0 1 0 0 0
47 736500 0 0 1 0 1 1 0 0 1 1
47 737500 0 0 1 0 1 1 0 0 1 1
47 738500 0 0 1 0 1 1 0 0 1 1
47 739500 0 0 1 0 1 1 0 0 1 1
47 740500 0 0 1 0 1 1 0 0 1 1
47 741500 0 0 1 0 1 1 0 0 1 1
47 916500 0 0 0 0 0 0 0 1 0 0
47 917500 0 0 0 0 0 0 0 1 0 0
47 918500 0 0 0 0 0 0 0 1 0 0
47 919500 0 0 0 0 0 0 0 1 0 0
47 920500 0 0 0 0 0 0 1 0 0 0
47 1067500 0 0 0 0 0 0 1 0 0 0
47 1068500 0 0 0 0 0 0 1 0 0 0
47 1083500 0 0 0 0 0 0 1 0 0 0
47 1084500 0 0 0 0 0 0 1 0 0 0
47 1166500 0 0 0 0 0 0 0 1 0 0
48 26500 0 0 0 1 0 0 1 1 0 0
48 27500 0 0 0 1 0 0 1 1 0 0
48 28500 0 0 0 1 0 0 1 1 0 0
48 29500 0 0 0 1 0 0 1 1 0 0
48 30500 0 0 0 1 0 0 1 1 0 0
48 110500 0 0 0 0 0 0 0 1 0 0
48 658500 0 1 0 0 0 0 0 0 0 0
48 723500 0 0 0 0 0 0 1 0 0 0
48 734500 0 0 0 0 0 0 0 1 0 0
48 776500 0 1 0 0 0 0 1 0 0 0
48 1067500 0 0 0 0 0 0 1 0 0 0
48 1255500 0 0 0 0 0 0 0 1 0 0
48 1264500 0 0 0 0 0 0 1 0 0 0
48 1294500 0 0 0 0 0 0 0 1 0 0
48 1295500 0 0 0 0 0 0 0 1 0 0
48 1318500 0 0 1 0 1 1 0 0 1 1
48 1319500 0 0 1 0 1 1 0 0 1 1
48 1320500 0 0 1 0 1 1 0 0 1 1
48 1321500 0 0 1 0 1 1 0 0 1 1
48 1322500 0 0 0 0 0 0 0 0 1 0
49 93500 0 0 1 0 0 1 0 0 1 0
49 94500 0 0 1 0 1 1 0 0 1 1
49 331500 0 0 0 0 0 0 0 0 0 1
49 404500 0 0 0 0 0 0 0 1 0 0
49 405500 0 0 0 0 0 0 0 1 0 0
49 443500 0 0 1 0 1 1 0 0 1 1
49 444500 0 0 1 0 1 1 0 0 1 1
49 520500 0 0 0 0 0 0 0 1 0 0
49 521500 0 0 0 0 0 0 0 1 0 0
49 588500 0 0 0 0 0 0 1 0 0 0
49 590500 0 0 0 0 0 0 0 1 0 0
49 591500 0 0 0 0 0 0 0 1 0 0
49 689500 0 0 0 0 0 0 1 0 0 0
49 728500 0 0 0 0 0 0 1 0 0 0
49 816500 0 0 0 0 0 0 0 1 0 0
